id,bgg_id,title,release_year,url,min_players,max_players,min_play_time,max_play_time,min_age,avg_rating,no_of_ratings,std_deviation,weight,overall_rank,own_count,categories,mechanics,created_at,updated_at
279,271324,It's a Wonderful World,2019,https://cf.geekdo-images.com/od4vDTdXGPSVc-kjLqM11w__small/img/T2ukKoCUNv2LMxg5GOlOb8WTzNI=/fit-in/200x150/filters:strip_icc()/pic4651175.jpg,1,5,45,45,14,7.63535,22336,1.26096,2.3277,179,28920,"Card Game, Civilization, Economic, Science Fiction","Closed Drafting, End Game Bonuses, Hand Management, Income, Set Collection, Simultaneous Action Selection, Solo / Solitaire Game, Variable Player Powers",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
280,274364,Watergate,2019,https://cf.geekdo-images.com/iTBogxNFa3Ymh-6ST3srsw__small/img/5vZps-04NqSAuUC4e6-E9M96VxE=/fit-in/200x150/filters:strip_icc()/pic4768766.jpg,2,2,30,60,12,7.73055,13689,1.1716,2.2749,180,24150,"Card Game, Political","Action / Event, Campaign / Battle Card Driven, Connections, Hand Management, Once-Per-Game Abilities, Take That, Tug of War",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
84,276025,Maracaibo,2019,https://cf.geekdo-images.com/rMNa0k05zMdKgSEp26Q3Tw__small/img/lVlnhYyxlZb3WuKZJHLoJcFHEjs=/fit-in/200x150/filters:strip_icc()/pic4917407.jpg,1,4,30,120,12,7.95931,18260,1.29947,3.9122,84,24457,"Economic, Exploration, Nautical, Pirates","Contracts, End Game Bonuses, Events, Hand Management, Income, Movement Points, Multi-Use Cards, Narrative Choice / Paragraph, Point to Point Movement, Scenario / Mission / Campaign Game, Set Collection, Solo / Solitaire Game, Stock Holding, Tech Trees / Tech Tracks, Track Movement, Variable Set-up",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
99,277659,Final Girl,2021,https://cf.geekdo-images.com/TUtzY-F7gKTIKm9y8e1AQw__small/img/CVgcWusAt0oVteoy0XYmsFmhfQY=/fit-in/200x150/filters:strip_icc()/pic6520382.jpg,1,1,20,60,14,8.24568,10042,1.37947,2.744,99,25272,"Card Game, Fantasy, Horror","Dice Rolling, Hand Management, Pick-up and Deliver, Push Your Luck, Solo / Solitaire Game, Variable Player Powers, Variable Set-up",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
209,279537,The Search for Planet X,2020,https://cf.geekdo-images.com/NItjtztEUAKOpaTWZddu9A__small/img/x8YD4cAVOAbSDsZbmKgU0-WQ9wI=/fit-in/200x150/filters:strip_icc()/pic5744928.jpg,1,4,60,75,13,7.90787,14947,1.23151,2.4332,109,25851,"Deduction, Puzzle, Space Exploration","Action Points, Deduction, End Game Bonuses, Paper-and-Pencil, Rondel, Solo / Solitaire Game, Turn Order: Time Track",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
284,281259,The Isle of Cats,2019,https://cf.geekdo-images.com/AuAheDzhkLufiZFE9JaRNA__small/img/gENtMHYJDff6XaGGOYw9oSZShCs=/fit-in/200x150/filters:strip_icc()/pic4781085.jpg,1,4,60,90,8,7.62974,24480,1.26569,2.3561,184,42039,"Animals, Fantasy, Nautical, Pirates, Puzzle","Closed Drafting, Grid Coverage, Hidden Victory Points, Income, Open Drafting, Pattern Building, Set Collection, Solo / Solitaire Game, Square Grid, Tile Placement, Turn Order: Stat-Based",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
297,283948,Marco Polo II: In the Service of the Khan,2019,https://cf.geekdo-images.com/rc7CQ5l95ZFoKq3iBVqjgg__small/img/3W5hTyRw8ABDkasT1mFSAf4f30w=/fit-in/200x150/filters:strip_icc()/pic5543526.jpg,2,4,60,120,12,7.92677,8155,1.17134,3.3714,197,10115,"Dice, Economic, Medieval, Travel","Contracts, Dice Rolling, Point to Point Movement, Resource to Move, Turn Order: Stat-Based, Variable Player Powers, Worker Placement, Worker Placement with Dice Workers",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
87,284083,The Crew: The Quest for Planet Nine,2019,https://cf.geekdo-images.com/98LnQShydr11OBKS46xY-Q__small/img/et-fnuozyOdBOVL-5kSS3_7I8fw=/fit-in/200x150/filters:strip_icc()/pic5687013.jpg,2,5,20,20,10,7.7647,47062,1.31759,1.9616,87,90245,"Card Game, Science Fiction, Space Exploration","Communication Limits, Cooperative Game, Hand Management, Scenario / Mission / Campaign Game, Trick-taking",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
48,284378,Kanban EV,2020,https://cf.geekdo-images.com/L2Wn-zUqkcHgqvwvY212Ig__small/img/RQunBacBw949DkYBgzoS5YaXgJo=/fit-in/200x150/filters:strip_icc()/pic4924232.jpg,1,4,60,180,14,8.38074,9633,1.31232,4.2998,48,15748,"Economic, Industry / Manufacturing","Action Points, Hand Management, Variable Phase Order, Worker Placement",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
47,285774,Marvel Champions: The Card Game,2019,https://cf.geekdo-images.com/kRvUgYiaOq07kC67ZK5UoQ__small/img/SDNWntiB06KhAINl06CDPkoipDc=/fit-in/200x150/filters:strip_icc()/pic4900321.jpg,1,4,45,90,14,8.10865,26894,1.4703,2.9515,47,46270,"Card Game, Collectible Components, Comic Book / Strip, Fighting","Card Play Conflict Resolution, Cooperative Game, Deck Construction, Hand Management, Interrupts, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Turn Order: Progressive, Variable Player Powers, Variable Set-up",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
203,291453,SCOUT,2019,https://cf.geekdo-images.com/cf0xxkevbwTGF3VUZymKjg__small/img/NUcMdmZ3_eA1YfIwL8iRgkZKaHw=/fit-in/200x150/filters:strip_icc()/pic6398727.png,2,5,20,20,9,7.80303,25508,1.18065,1.3784,103,49510,Card Game,"Hand Management, Ladder Climbing, Score-and-Reset Game",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
12,291457,Gloomhaven: Jaws of the Lion,2020,https://cf.geekdo-images.com/_HhIdavYW-hid20Iq3hhmg__small/img/OMkN_E5eyWrkID_cHCnQEbIixGM=/fit-in/200x150/filters:strip_icc()/pic5055631.jpg,1,4,30,120,14,8.37487,39595,1.47382,3.6324,12,85564,"Adventure, Exploration, Fantasy, Fighting, Miniatures","Action Queue, Action Retrieval, Campaign / Battle Card Driven, Communication Limits, Cooperative Game, Critical Hits and Failures, Deck Construction, Grid Movement, Hand Management, Hexagon Grid, Line of Sight, Multi-Use Cards, Once-Per-Game Abilities, Player Elimination, Role Playing, Scenario / Mission / Campaign Game, Simultaneous Action Selection, Solo / Solitaire Game, Variable Player Powers",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
288,294484,Unmatched: Cobble & Fog,2020,https://cf.geekdo-images.com/iyIO6udRfIn0xM1rIxyO2g__small/img/oKVEm_nmurLwHbp9QPNNEyJkzeE=/fit-in/200x150/filters:strip_icc()/pic5056685.jpg,2,4,20,40,9,7.93276,9216,1.27115,1.9645,188,21198,"Card Game, Fantasy, Fighting, Horror, Novel-based","Action Points, Card Play Conflict Resolution, Hand Management, Line of Sight, Movement Points, Player Elimination, Point to Point Movement, Resource to Move, Team-Based Game, Variable Player Powers",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
18,295770,Frosthaven,2022,https://cf.geekdo-images.com/cwUgf-f-qwri8UHBUnifuQ__small/img/3o2Hc_N5mmfpOt8s9kP0ap8Jti8=/fit-in/200x150/filters:strip_icc()/pic5092291.png,1,4,90,180,14,8.76269,9448,1.91191,4.4097,18,23134,"Adventure, Exploration, Fantasy, Fighting, Miniatures","Campaign / Battle Card Driven, Communication Limits, Cooperative Game, Deck Construction, Deck, Bag, and Pool Building, Grid Movement, Hand Management, Hexagon Grid, Legacy Game, Modular Board, Multi-Use Cards, Narrative Choice / Paragraph, Once-Per-Game Abilities, Scenario / Mission / Campaign Game, Simultaneous Action Selection, Solo / Solitaire Game, Variable Player Powers",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
56,295947,Cascadia,2021,https://cf.geekdo-images.com/MjeJZfulbsM1DSV3DrGJYA__small/img/tVSFjSxYEcw7sKj3unIIQV8kxoc=/fit-in/200x150/filters:strip_icc()/pic5100691.jpg,1,4,30,45,10,7.90193,51506,1.13623,1.8468,56,85734,"Animals, Environmental","End Game Bonuses, Hexagon Grid, Open Drafting, Pattern Building, Solo / Solitaire Game, Tile Placement, Variable Set-up",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
291,296151,Viscounts of the West Kingdom,2020,https://cf.geekdo-images.com/kMgSC_kRlJWt3KLj5y0BxQ__small/img/2uNYQn2vHuNGrx5-dxc1h7Mh7Do=/fit-in/200x150/filters:strip_icc()/pic5230695.png,1,4,60,90,12,7.80517,11118,1.20763,3.4549,190,21695,Medieval,"Area Majority / Influence, Deck, Bag, and Pool Building, End Game Bonuses, Hand Management, King of the Hill, Modular Board, Rondel, Set Collection, Solo / Solitaire Game, Variable Player Powers",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
264,304783,Hadrian's Wall,2021,https://cf.geekdo-images.com/4XzRDw3VrgNpNfZlzZl66w__small/img/dGMBL60RMtAfcx741phN75mqlnA=/fit-in/200x150/filters:strip_icc()/pic5608818.png,1,6,30,60,12,7.88971,10094,1.26517,3.1671,164,16919,"Ancient, City Building","Hand Management, Paper-and-Pencil, Solo / Solitaire Game, Tech Trees / Tech Tracks",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
285,308765,Praga Caput Regni,2020,https://cf.geekdo-images.com/aUPeXVwc40xrgud2XeZwyA__small/img/1TYDRYM7iz0-jLJ-YZj6d5bhweg=/fit-in/200x150/filters:strip_icc()/pic5671087.png,1,4,45,150,14,7.85195,10141,1.22988,3.729,185,16023,"City Building, Medieval, Puzzle","Action Drafting, Area Majority / Influence, Enclosure, End Game Bonuses, Hexagon Grid, Income, Three Dimensional Movement, Tile Placement, Track Movement, Variable Set-up",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
226,310100,Nemesis: Lockdown,2022,https://cf.geekdo-images.com/NEbmFFGhKwegIryUArgw6w__small/img/hXvYab51gUQLL05r7sVFEjLZAYI=/fit-in/200x150/filters:strip_icc()/pic7110034.jpg,1,5,90,180,12,8.26466,7806,1.44732,3.9029,126,18977,"Adventure, Exploration, Horror, Miniatures, Science Fiction","Campaign / Battle Card Driven, Cooperative Game, Dice Rolling, Hidden Roles, Interrupts, Modular Board, Player Elimination, Semi-Cooperative Game, Solo / Solitaire Game, Traitor Game, Variable Player Powers",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
222,310873,Carnegie,2022,https://cf.geekdo-images.com/0qxz9DRRhsJrIW1TJ-kz0w__small/img/ma4yc5wbMVrfbg9r21-LxGVwRKw=/fit-in/200x150/filters:strip_icc()/pic5710736.jpg,1,4,90,120,12,7.97185,11371,1.20532,3.81,122,15626,"Economic, Industry / Manufacturing, Post-Napoleonic","Action Retrieval, Area Movement, Connections, End Game Bonuses, Follow, Grid Movement, Income, Movement Points, Network and Route Building, Resource to Move, Solo / Solitaire Game, Square Grid, Tech Trees / Tech Tracks, Turn Order: Progressive, Variable Phase Order, Worker Placement, Different Worker Types",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
30,312484,Lost Ruins of Arnak,2020,https://cf.geekdo-images.com/6GqH14TJJhza86BX5HCLEQ__small/img/J8SVmGOJXZGxNjkT3xYNQU7Haxg=/fit-in/200x150/filters:strip_icc()/pic5674958.jpg,1,4,30,120,12,8.07553,53852,1.26201,2.9317,30,81367,"Adventure, Card Game, Exploration, Fantasy","Area Movement, Contracts, Deck, Bag, and Pool Building, Delayed Purchase, End Game Bonuses, Hand Management, Multi-Use Cards, Once-Per-Game Abilities, Open Drafting, Resource to Move, Solo / Solitaire Game, Track Movement, Turn Order: Progressive, Worker Placement",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
57,314040,Pandemic Legacy: Season 0,2020,https://cf.geekdo-images.com/y0x1zbkpUXjddzWWnhekYw__small/img/hj0jDCs-hKfkgqG-oOWu-kM-I6E=/fit-in/200x150/filters:strip_icc()/pic5581457.jpg,2,4,45,60,14,8.34649,9178,1.55628,3.1648,57,20171,"Medical, Spies / Secret Agents","Action Points, Cooperative Game, Hand Management, Legacy Game, Point to Point Movement, Scenario / Mission / Campaign Game, Set Collection, Tags, Trading, Variable Player Powers",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
5,316554,Dune: Imperium,2020,https://cf.geekdo-images.com/PhjygpWSo-0labGrPBMyyg__small/img/JGgY-nBmkyB8WRp8vcoBLlNMQ5U=/fit-in/200x150/filters:strip_icc()/pic5666597.jpg,1,4,60,120,14,8.41388,55620,1.28556,3.0714,5,74434,"Movies / TV / Radio theme, Novel-based, Political, Science Fiction","Card Play Conflict Resolution, Deck, Bag, and Pool Building, Delayed Purchase, Force Commitment, Increase Value of Unchosen Resources, Multi-Use Cards, Open Drafting, Ownership, Race, Solo / Solitaire Game, Tags, Take That, Turn Order: Progressive, Variable Player Powers, Worker Placement",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
207,317985,Beyond the Sun,2020,https://cf.geekdo-images.com/BfEHqHQAvZLbRX7y7e9TWg__small/img/6rZLxebQyTXasbAPddxpdE1LVls=/fit-in/200x150/filters:strip_icc()/pic5617866.jpg,2,4,60,120,14,7.87207,16967,1.16753,3.1471,107,19010,"Civilization, Science Fiction, Space Exploration","Area Majority / Influence, Contracts, End Game Bonuses, Events, Income, Point to Point Movement, Tech Trees / Tech Tracks, Worker Placement",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
42,321608,Hegemony: Lead Your Class to Victory,2023,https://cf.geekdo-images.com/DCLgJlrvB-EqL6A3WgQLMQ__small/img/9yp6ANJx6cqdQqQ6hkNr3zA88vw=/fit-in/200x150/filters:strip_icc()/pic5715770.jpg,2,4,90,180,14,8.39895,10913,1.40656,4.2426,42,17344,"Economic, Educational, Negotiation, Political","Action / Event, Hand Management, Simulation, Variable Player Powers, Voting, Worker Placement, Different Worker Types",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
89,322289,Darwin's Journey,2023,https://cf.geekdo-images.com/-A_ABjMw4PdoAZrH-FjiiA__small/img/_rJRtHzqatLg9OQM0x1UaC1cRGY=/fit-in/200x150/filters:strip_icc()/pic5726930.png,1,4,60,120,14,8.10584,11183,1.28788,3.9,90,15737,"Exploration, Travel","Contracts, Ownership, Pick-up and Deliver, Point to Point Movement, Set Collection, Solo / Solitaire Game, Turn Order: Claim Action, Variable Set-up, Worker Placement, Worker Placement, Different Worker Types",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
44,324856,The Crew: Mission Deep Sea,2021,https://cf.geekdo-images.com/VuBqZ1sMaDAVVHF_OEJP4g__small/img/EdacXlcFZ06YK0-ZKa0oKwL4VCw=/fit-in/200x150/filters:strip_icc()/pic5988903.jpg,2,5,20,20,10,8.06393,23728,1.31771,2.0444,44,47520,"Adventure, Card Game, Mythology, Nautical","Communication Limits, Cooperative Game, Deduction, Hand Management, Scenario / Mission / Campaign Game, Trick-taking",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
253,325494,ISS Vanguard,2022,https://cf.geekdo-images.com/1ySeZNVkVwTvqykMGtHFFQ__small/img/pXp7JQo64YalithQyDM7tufyasA=/fit-in/200x150/filters:strip_icc()/pic7245199.jpg,1,4,90,120,13,8.40014,6533,1.59066,3.6645,153,16917,"Adventure, Exploration, Novel-based, Science Fiction, Space Exploration","Cooperative Game, Dice Rolling, Narrative Choice / Paragraph, Open Drafting, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Storytelling, Variable Player Powers",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
286,328871,Terraforming Mars: Ares Expedition,2021,https://cf.geekdo-images.com/eT_Atcy_vRJvuUMgYakNrQ__small/img/YxoNRQg9owsoi68POaMY0Ix31ZI=/fit-in/200x150/filters:strip_icc()/pic6260098.jpg,1,4,45,60,14,7.64055,20356,1.3834,2.9173,186,38730,"Card Game, Science Fiction, Space Exploration","End Game Bonuses, Follow, Hand Management, Income, Market, Multi-Use Cards, Set Collection, Simultaneous Action Selection, Solo / Solitaire Game, Tags, Tech Trees / Tech Tracks, Tile Placement, Track Movement, Variable Phase Order, Variable Player Powers, Variable Set-up",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
91,332772,Revive,2022,https://cf.geekdo-images.com/V0OZ9QR0pC9G5t5i9MoZTQ__small/img/NPtXuKlsnfPORSn6kpTcf-ZdEF0=/fit-in/200x150/filters:strip_icc()/pic6950224.jpg,1,4,90,120,14,8.07977,11756,1.2211,3.4578,91,17057,"Civilization, Industry / Manufacturing, Science Fiction","Deck, Bag, and Pool Building, Hexagon Grid, Map Addition, Network and Route Building, Open Drafting, Scenario / Mission / Campaign Game, Tech Trees / Tech Tracks, Variable Player Powers",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
95,337627,Voidfall,2023,https://cf.geekdo-images.com/hItZjdDTNuaCZ7fEztwcUQ__small/img/Ov6eWR87PZ2O1XYQtXMO6KvfzOg=/fit-in/200x150/filters:strip_icc()/pic6153324.jpg,1,4,90,240,15,8.52655,6138,1.48502,4.5953,95,11808,"Civilization, Economic, Science Fiction, Space Exploration","Command Cards, Cooperative Game, Events, Grid Movement, Hand Management, Hexagon Grid, Modular Board, Solo / Solitaire Game, Variable Player Powers",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
27,338960,Slay the Spire: The Board Game,2024,https://cf.geekdo-images.com/PQzVclEoOQ_wr4e1V86kxA__small/img/cpmsSDagE5RvQ1ERXl-fMJIaUUg=/fit-in/200x150/filters:strip_icc()/pic8157856.png,1,4,30,150,12,8.67052,9719,1.31458,2.9126,28,16329,"Adventure, Card Game, Fantasy, Fighting, Video Game Theme","Cooperative Game, Deck, Bag, and Pool Building, Dice Rolling, Hand Management, Simultaneous Action Selection, Solo / Solitaire Game",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
31,341169,Great Western Trail: Second Edition,2021,https://cf.geekdo-images.com/gDn7AhrDlmfCLSz9ZqoNFQ__small/img/0pt6XrFHTXpNetwMo9rdY7PdhfQ=/fit-in/200x150/filters:strip_icc()/pic5988511.jpg,1,4,75,150,12,8.27823,16847,1.28331,3.7023,31,24003,"American West, Animals","Deck, Bag, and Pool Building, Hand Management, Ownership, Set Collection, Solo / Solitaire Game, Tags, Track Movement, Variable Set-up",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
2,342942,Ark Nova,2021,https://cf.geekdo-images.com/SoU8p28Sk1s8MSvoM4N8pQ__small/img/4KuHNTWSMPf8vTNDKSRMMI3oOv8=/fit-in/200x150/filters:strip_icc()/pic6293412.jpg,1,4,90,150,14,8.54068,56875,1.39176,3.7906,2,82756,"Animals, Card Game, Environmental","Contracts, End Game Bonuses, Events, Grid Coverage, Hand Management, Hexagon Grid, Income, Increase Value of Unchosen Resources, Open Drafting, Race, Set Collection, Solo / Solitaire Game, Tags, Tile Placement, Track Movement, Variable Player Powers, Variable Set-up",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
225,359609,Arkham Horror: The Card Game – Revised Core Set,2021,https://cf.geekdo-images.com/RdCWCXPnBGSxoOhk5Hkq_g__small/img/QyBd2yZWmWOdudkHw0YF1__74ak=/fit-in/200x150/filters:strip_icc()/pic6530423.jpg,1,4,45,180,14,8.59837,4963,1.41829,3.7707,125,11866,"Adventure, Card Game, Collectible Components, Exploration, Fantasy, Horror, Novel-based","Action Points, Area Movement, Communication Limits, Cooperative Game, Deck Construction, Events, Hand Management, Map Deformation, Modular Board, Narrative Choice / Paragraph, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Stat Check Resolution, Variable Player Powers",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
205,359871,Arcs,2024,https://cf.geekdo-images.com/XWImAu_3RK61wbzcKboVdA__small/img/Ry-6KHwNgERWadyxs1X1_P3dMvY=/fit-in/200x150/filters:strip_icc()/pic8145530.png,2,4,60,120,14,8.03814,14191,1.73776,3.4223,105,24312,"Science Fiction, Space Exploration, Wargame","Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Die Icon Resolution, Hand Management, Negotiation, Resource to Move, Trick-taking, Turn Order: Claim Action, Variable Player Powers",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
214,364073,Splendor Duel,2022,https://cf.geekdo-images.com/V1PyFDPNFY4bJFgreLPxmQ__small/img/E0OuG2X4HsbOdCh1uLyZZcMiapQ=/fit-in/200x150/filters:strip_icc()/pic6929347.jpg,2,2,30,30,10,7.8834,17458,1.12398,2.0104,114,34293,"Card Game, Economic, Renaissance","Contracts, Open Drafting, Race, Set Collection",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
60,365717,Clank!: Catacombs,2022,https://cf.geekdo-images.com/cCLn9Mvb7jRSaZzHeUXhoQ__small/img/B8BFQLR2Po3ekI_7XSG1kR9oil0=/fit-in/200x150/filters:strip_icc()/pic6937913.jpg,2,4,45,90,13,8.24332,11786,1.15725,2.502,60,20923,"Adventure, Fantasy","Deck, Bag, and Pool Building, Delayed Purchase, End Game Bonuses, Map Addition, Map Deformation, Modular Board, Movement Points, Open Drafting, Player Elimination, Point to Point Movement, Push Your Luck, Tile Placement, Variable Set-up",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
45,366013,Heat: Pedal to the Metal,2022,https://cf.geekdo-images.com/-vOrd4bOspibyohYExLqWg__small/img/2GbaKvYOzWIxfgbYTk2R9puiyzo=/fit-in/200x150/filters:strip_icc()/pic6940449.png,1,6,30,60,10,8.00611,36712,1.32882,2.2004,45,54036,"Racing, Sports","Catch the Leader, Deck, Bag, and Pool Building, Hand Management, Programmed Movement, Push Your Luck, Race, Simulation, Simultaneous Action Selection, Solo / Solitaire Game, Track Movement, Variable Set-up",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
94,366161,Wingspan Asia,2022,https://cf.geekdo-images.com/h1dRxq4lNMpuSUSGdgCmfA__small/img/hPsEFlgh0b_JhtQmsJQv3vmq814=/fit-in/200x150/filters:strip_icc()/pic7107431.jpg,1,2,40,70,10,8.22479,9172,1.26189,2.6587,94,31739,"Animals, Economic, Educational","Dice Rolling, End Game Bonuses, Hand Management, Open Drafting, Push Your Luck, Set Collection, Solo / Solitaire Game",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
218,367966,Endeavor: Deep Sea,2024,https://cf.geekdo-images.com/wIbevITv9W79ELP8rEZoKA__small/img/7_DqsUgdrpbeLfkA2ko8bXhgpGw=/fit-in/200x150/filters:strip_icc()/pic6996584.jpg,1,4,60,120,10,8.21329,7348,1.10291,2.911,118,11604,"Environmental, Exploration, Nautical","Action Points, Action Retrieval, Chaining, Cooperative Game, End Game Bonuses, Grid Movement, Map Addition, Modular Board, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Tech Trees / Tech Tracks, Variable Set-up",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
76,371942,The White Castle,2023,https://cf.geekdo-images.com/qXT1U-nFh9PE8ujfdmI7dA__small/img/ru1l95gdKNXSsByDglE9Xxgu0kE=/fit-in/200x150/filters:strip_icc()/pic7754663.jpg,1,4,80,80,12,7.99008,19678,1.20028,3.0536,76,34561,"Dice, Economic","Action Drafting, Area Movement, Dice Rolling, End Game Bonuses, Income, Melding and Splaying, Multi-Use Cards, Open Drafting, Race, Resource Queue, Solo / Solitaire Game, Variable Set-up, Worker Placement, Worker Placement with Dice Workers",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
34,373106,Sky Team,2023,https://cf.geekdo-images.com/uXMeQzNenHb3zK7Hoa6b2w__small/img/WyPClajMWU9lV5BdCXiZnqdZgmU=/fit-in/200x150/filters:strip_icc()/pic7398904.jpg,2,2,20,20,10,8.1376,26579,1.14411,2.0401,34,54339,"Aviation / Flight, Dice","Communication Limits, Cooperative Game, Dice Rolling, Scenario / Mission / Campaign Game, Turn Order: Progressive, Variable Player Powers, Variable Set-up, Worker Placement with Dice Workers",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
85,380607,Great Western Trail: New Zealand,2023,https://cf.geekdo-images.com/X4KaD6ADLW1ohOznNay7xg__small/img/iCWpe4ydO3Rtu6yBjn01eQ97xLc=/fit-in/200x150/filters:strip_icc()/pic7350809.png,1,4,75,150,12,8.48462,6204,1.22447,3.9934,85,10918,Animals,"Deck, Bag, and Pool Building, Hand Management, Ownership, Set Collection, Solo / Solitaire Game, Track Movement, Variable Set-up",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
55,383179,Age of Innovation,2023,https://cf.geekdo-images.com/D1vrcFEptCEoD8Z6s_iRfw__small/img/0yBK_DMaSgRVrp2fGuNPgb0Jo7w=/fit-in/200x150/filters:strip_icc()/pic7430993.jpg,1,5,40,200,14,8.48826,7641,1.30661,4.2619,55,10377,"Civilization, Economic, Fantasy, Territory Building","Contracts, End Game Bonuses, Hexagon Grid, Income, Modular Board, Network and Route Building, Tech Trees / Tech Tracks, Turn Order: Pass Order, Variable Player Powers, Variable Set-up, Victory Points as a Resource",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
69,390092,Ticket to Ride Legacy: Legends of the West,2023,https://cf.geekdo-images.com/2H0pJddVJA3r6btqRNLG1g__small/img/scMQ04r1admTpyvH91g9DbZEncg=/fit-in/200x150/filters:strip_icc()/pic7541330.png,2,5,20,90,10,8.65327,5750,1.31456,2.5763,69,13879,Trains,"Connections, Contracts, End Game Bonuses, Hand Management, Legacy Game, Network and Route Building, Open Drafting, Push Your Luck, Set Collection",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
300,391137,Galactic Cruise,2025,https://cf.geekdo-images.com/l-LMcklO683dyVlnRZS3mg__small/img/8usx0HfsTXTpE2kklVRMtJGAwFY=/fit-in/200x150/filters:strip_icc()/pic7556818.jpg,1,4,90,150,14,8.394,4619,1.35992,3.9633,200,8125,"Aviation / Flight, Economic, Industry / Manufacturing, Science Fiction, Space Exploration","Action Points, Connections, End Game Bonuses, Hand Management, Income, Market, Modular Board, Multi-Use Cards, Open Drafting, Set Collection, Solo / Solitaire Game, Track Movement, Variable Set-up, Victory Points as a Resource, Worker Placement, Worker Placement, Different Worker Types",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
260,391163,Forest Shuffle,2023,https://cf.geekdo-images.com/08bC8NviSTNc4Zvur4pueA__small/img/Xq8TNBmMl3Z7DoynvbUXchFAztc=/fit-in/200x150/filters:strip_icc()/pic7578350.jpg,2,5,40,60,10,7.72904,17978,1.25702,2.2,160,32281,"Animals, Card Game, Educational, Environmental","End Game Bonuses, Hand Management, Layering, Melding and Splaying, Multi-Use Cards, Open Drafting, Set Collection, Tags",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
248,396790,Nucleum,2023,https://cf.geekdo-images.com/fIVUaMvbfy6GCOgfxt7xaw__small/img/jKsO4nKmtNjX5bfH7aCPeK7hsqU=/fit-in/200x150/filters:strip_icc()/pic7647168.jpg,1,4,60,150,14,8.12063,7489,1.26786,4.1949,148,12838,"Economic, Industry / Manufacturing, Science Fiction","Action Retrieval, Contracts, End Game Bonuses, Hand Management, Income, Market, Network and Route Building, Solo / Solitaire Game, Tech Trees / Tech Tracks, Variable Player Powers",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
